

Site ID,Name,Pretty Site Name,Number of Recordings,First Recording,Last Recording,Latitude,Longitude,Altitude,Timezone,Skip Site,Comment for Skip Site,Group,PMJ Male Song,PMJ Male Chorus,PMJ Female Chatter,PMJ Hatchling,PMJ Nestling,PMJ Fledgling,Distance to Colony,Approx Colony Size,Substrate,Site Description,Site Results,Pretty Site Name 2,Breeding Type,Complex Types,p1mcstart,p1mcend,p1incstart,p1hatch,p1fledgestart,p1fledgedisp,p1abandon,p1outcome,p2mcstart,p2mcend,p2incstart,p2hatch,p2fledgestart,p2fledgedisp,p2abandon,p2outcome,p3mcstart,p3mcend,p3incstart,p3hatch,p3fledgestart,p3fledgedisp,p3abandon,p3outcome,p4mcstart,p4mcend,p4incstart,p4hatch,p4fledgestart,p4fledgedisp,p4abandon,p4outcome
48447,2023 San Luis Bear Creek,2023 San Luis NWR - Tanager Slough,2735,6/16/2023,7/24/2023,37.2393,-120.821,26,America/Los_Angeles,,,Merced and San Luis NWR,2023 SL BC MStyp5,2023 SLNWR BC MC01,2023 SL BC FS01,2023 SL BC Hatchling,2023 SL BC Nestling,2023 SL BC FC06,30m,200-900,Willows,"Willows and buttonbush were present in the river channel, with milk thistle along the levee. The ARU was placed beneath willow cover in saturated mud near the water.","The ARU was deployed during settlement. A small fraction of early recordings contained Fledgling Begging Call detections, indicating that fledglings were either traveling with adults or that a breeding attempt occurred prior to ARU placement. Incubation began in June, and recordings containing Fledgling Begging Calls in mid-July indicate that young successfully left the nest. The ARI score for this breeding attempt was 0.319, corresponding to classification as Partially Abandoned. In-person visits documented that birds nesting in milk thistle abandoned due to desiccation and collapse of the substrate, whereas birds nesting in willows successfully fledged young, though this is prior to onset of Incubation and is not reflected in the ARI score. The partial abandonment that is recorded is closely associated with several days of extreme heat that coincided with onset of brooding.",2023 San Luis NWR - Tanager Slough,Simple,,inf,6/20/2023,6/20/2023,7/5/2023,7/15/2023,7/18/2023,6/20/2023P,Partially Abandoned,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48464,2023 San Luis NWR - West Bank Creek,2023 San Luis NWR - Fiddleneck Lake,3376,5/26/2023,7/12/2023,37.2663,-120.834,24,America/Los_Angeles,,,Merced and San Luis NWR,2023 SL WBC MStyp5,2023 SLNWR WBC MC01,2023 SL WBC FS01,2023 SL WBC Hatchling,2023 SL WBC Nestling,2023 SL WBC FC06,75m,500,"Milk thistle, mustard","A patch of milk thistle and mustard growing along the levee sides, near the edge of a dry seasonal wetland. An earthen canal near the levee had water from May through at least 22 June. The ARU was placed south of the colony near the canal.","The ARU was deployed during settlement, and Female Chatter detections were recorded followed by a small fraction of detections of Nestling and Fledgling Begging Calls. Although recordings containing Fledgling Begging Calls indicate that some nests successfully produced fledglings, the ARI score for this breeding attempt was 0.165, corresponding to classification as Partially Abandoned. In-person visits corroborated Partial Abandonment and documented deterioration of the nesting substrate (milk thistle and mustard), which may have contributed to this outcome. Due to the Partial Abandonment, detections of Fledgling Begging Calls were sparse and did not meet the daily threshold, and the reported dates are approximate. This is indicated with a ""~"" in Table 5.",2023 San Luis NWR - Fiddleneck Lake,Simple,,inf,5/29/2023,6/2/2023,6/14/2023,ND,ND,6/5/2023P,Partially Abandoned,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48466,2023 Sedgwick,2023 Sedgwick Reserve Pond,9000,3/26/2023,7/29/2023,34.695,-120.042,343,America/Los_Angeles,,,Sedgwick,2023 Sedgwick MStyp5,2023 SR MC02,2023 Sedgwick FS01,2023 Sedgwick Hatchling,2023 Sedgwick Nestling,2023 Sedgwick FC06,2m,300,Cattails,"Mature oak trees in proximity to the colony with some smaller shrubs less than 10 m away from the colony. Besides scattered trees, most of the surrounding vegetation is open grassland.","Male Chorus detections persisted beyond the onset of brooding, and Female Chatter detections extended well into brooding, indicating an Asynchronous colony structure. Manual analysis for Hatchling Begging Calls revealed only a few detections, likely because the fainter Hatchling Begging Calls being masked by the presence of Male Chorus. Due to the low detections, the daily threshold was not reached, and the reported brooding onset date is approximated. This is indicated with a ""~"" in Table 5. Fledgling Begging Call detections were present in early May and declined sharply in mid-May, marking dispersal and supporting classification of the breeding attempt as Successful. The timing of this decline was consistent with in-person observations of fledglings leaving the colony.",2023 Sedgwick Reserve Pond,Asynchronous,,inf,4/19/2023,4/4/2023,~4/15/2023,4/29/2023,5/18/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48478,2023 South Virginia Road 3,2023 South Virginia Road 3,4026,4/11/2023,6/6/2023,39.0639,-121.48,22,America/Los_Angeles,,,Central Sacramento Valley,2023 SVR3 MStyp5,2023 SVR MC01,2023 SVR3 FS01,2023 SVR Hatchling,2023 SVR Nestling,2023 SVR3 FC06,No Colony,No Colony,"Himalayan blackberry, willows","Long line of Himalayan blackberries and flooded willows along canal just south of walnut trees, planted in 2020.",,2023 South Virginia Road 3,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48456,2023 Virginia at Ostrom,2023 Virginia at Ostrom,4101,4/18/2023,6/14/2023,39.0769,-121.494,21,America/Los_Angeles,,,Central Sacramento Valley,2023 VO MStyp5,2023 VO MC01,2023 VO FS01,2023 VO Hatchling,2023 VO Nestling,2023 VO FC06,No Colony,No Colony,"Himalayan blackberry, cattails",Isolated series of copses of Himalayan blackberries and cattails along creek on private ranch with rice on one side and pasture on the other.  Abundant fresh water adjacent. Closing of nearby dairy in 2022 makes site less attractive to nesting birds.,"Male Song detections were recorded intermittently, but Female Chatter and Begging Call detections were absent, indicating that breeding was not initiated.",2023 Virginia at Ostrom,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48398,2023 WA Harder Spring,2023 Washington State - Harder Spring,8707,4/10/2023,8/9/2023,46.6573,-118.5,278,America/Los_Angeles,,,Washington,2023 WA HS MS-16,2023 WA HS MC01,2023 WA HS FS01,2023 WA HS Hatchling,2023 WA HS Nestling,2023 WA HS FC06,20m,165,"Bulrush, cattails, common reed","An isolated pond/spring about ~2 acre in size. Likely natural spring plus irrigation water. Some open water but mainly mix of common reed, bulrush, and cattail. First discovered in 2018 (but could have existed long before) and used each year since.","Two temporally distinct intervals of recordings containing Fledgling Begging Calls were detected, separated by approximately one month. Although early-stage vocalizations were faint, the spacing and repetition of these detections is consistent with two discrete synchronous breeding attempts. Recordings containing Fledgling Begging Calls were detected for both attempts, confirming successful reproduction.",2023 Washington State - Harder Spring,Sequential,,missed,missed,missed,missed,6/17/2023,~7/8/2023,ND,Successful,missed,missed,missed,missed,7/27/2023,7/29/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48393,2023 WA McCain Wetlands,2023 Washington State - McCain Wetlands,8577,4/10/2023,8/7/2023,46.8515,-119.183,283,America/Los_Angeles,,,Washington,2023 WA-MW MS WA-MW MS04,2023 WA MW MC01,2023 WA MW FS01,2023 WA MW Hatchling,2023 WA MW Nestling,2023 WA MW FC06,5m,200,"Cattails, common reed","Small wetland, spring-fed and mostly choked up with emergent vegetation.","Female Chatter detections were followed by Nestling and Fledgling Begging Call detections, indicating a single synchronous breeding attempt. The earliest Begging Calls detected were Nestling Begging Calls; no Hatchling Begging Calls were detected. This was likely due to masking by syntopic species combined with infrequent begging vocalizations from a small colony that ultimately experienced Partial Abandonment.

Because of this, brooding onset was estimated using Female Chatter detections as described in the Methods, which were clearly detectable. The approximated dates for incubation and brooding onset are indicated with a “~” in Table 5. An ARI score of 0.333 indicates Partial Abandonment. A decline in recordings containing Nestling Begging Calls on 21 May was temporally coincident with a period of extreme heat, which may have contributed to the partial breeding failure.

Recordings containing Fledgling Begging Calls indicate that, although the colony was Partially Abandoned, some nests successfully produced fledglings.",2023 Washington State - McCain Wetlands,Simple,,missed,missed,~4/28/2023,~5/10/2023,~5/24/2023,5/28/2023(C),5/21/2023P,Partially Abandoned,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48747,2023 Weagell Property 1,2023 Laguna Frye Confluence 1,4323,4/19/2023,6/18/2023,38.4859,-121.276,30,America/Los_Angeles,,,Central Sacramento Valley,2023 WP1 MStyp5,2023 WP1 MC01,2023 WP1 FS01,2023 WP1 Hatchling,2023 WP1 Nestling,2023 WP1 FC06,20m,17500,"Himalayan blackberry, cattails",Himalayan blackberry and cattails along Frye Creek. Property managed by Sacramento Valley Conservancy.,"Two ARUs were deployed at this site. The other ARU only had faint recordings, possibly due to incorrect orientation of the ARU in the drybox, so this ARU was used as the main dataset. There were a total of 3 breeding attempts. An initial breeding attempt was identified in April based on the temporal sequence of Male Chorus followed by Female Chatter. 

A second period of Male Chrous and Female Chatter began approximately 14 days later, a separation shorter than the minimum ~30-day interval between breeding attempts in Tricolored Blackbirds, indicating the arrival of an additional cohort and classification of this event as an Addition, this Addition of birds was closer to the other ARU and is not documented here and is documented at the other ARU.

A third period of Male Chorus followed by Female Chatter occurred approximately 30 days after the onset of the initial breeding attempt, consistent with a second breeding attempt by the original cohort. All breeding attempts were classified as Successful based on the presence of Fledgling Begging Calls.

This combination of Additions and Sequential breeding attempts resulted in extended overlap of breeding stages and near-continuous detections of Nestling and Fledgling Begging Calls from 10 May through ARU retrieval on 18 June. Accordingly, this colony was classified as Complex.",2023 Laguna Frye Confluence 1,Complex,"Additions, Sequential",inf,inf,ND,5/3/2023,~5/14/2023,Continuous,ND,Successful,5/2/2023,5/12/2023,5/12/2023,5/24/2023,Continuous,ND,ND,Successful,~5/16/2023,5/26/2023,~5/24/2023,~6/8/2023,ND,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND
48458,2023 Weagell Property 2,2023 Laguna Frye Confluence 2,3898,4/25/2023,6/18/2023,38.4859,-121.275,29,America/Los_Angeles,Dupe,2023 Laguna Frye Confluence 1:,Central Sacramento Valley,2023 WP2 MStyp5,2023 WP2 MC01,2023 WP2 FS01,2023 WP2 Hatchling,2023 WP2 Nestling,2023 WP2 FC06,20m,17500,"Himalayan blackberry, cattails",See 2023 Laguna Frye Confluence 1. The ARU was placed about 100 m east of that one.,"This ARU is considered a duplicate dataset of 2023 Weagle Property 1. Recordings were unusally faint, suggesting that the ARU was not placed in the correct orientation in the drybox.",2023 Laguna Frye Confluence 2,Sequential,,inf,5/5/2023,5/7/2023,~5/17/2023,5/25/2023,6/7/2023,ND,Successful,6/2/2023,6/3/2023,6/9/2023,ND,ND,ND,ND,Unknown,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48439,2023 West of Davis,2023 San Jacinto Wildlife Area West of Davis Road,3877,5/6/2023,6/29/2023,33.8493,-117.129,434,America/Los_Angeles,,,San Jacinto Wildlife Area,2023 WoD MS typ5,2023 WoD MC01,2023 WoD FS01,2023 WoD Hatchling,2023 WoD Nestling,2023 WoD FC06,30m,1000,Cattails,"San Jacinto Wildlife Area, 700 meters west of Davis Road. Band of cattails with patches of willows and Mulefat along old river channel. Edged by band of young Mulefat  and rank weedy growth.  Surrounded by non-native grassland with additional marshy areas within 1,000 meters. Closest dairy is approx. 2,300 meters distant.","The ARU was deployed as fledglings from an initial breeding attempt were dispersing. The algorithm did not detect the first set of Fledging Begging Calls as a breeding attempt because it was not associated with another breeding stage and therefore could have been Fledglings from another location. However in-person visit by Dave Gooward confirmed that these fledglings were from a breeding attempt at this location. A second breeding attempt followed shortly thereafter. which was detected by the algorithm as a true breeding attempt. Recordings containing Fledgling Begging Calls were detected for both attempts, confirming successful reproduction.",2023 San Jacinto Wildlife Area West of Davis Road,Sequential,,inf,inf,inf,inf,inf,~5/11/2023,ND,Successful,inf,5/7/2023,5/10/2023,~5/20/2023,6/2/2023,6/6/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48471,2023 Wind Wolves Preserve site 1,2023 Wind Wolves Preserve - Los Lobos,7856,4/7/2023,7/25/2023,34.949,-119.215,793,America/Los_Angeles,,,Wind Wolves Preserve,2023 WWP1 MStyp5,2023 WWP1 MC01,2023 WWP1 FS01,2023 WWP1 Hatchling,2023 WWP1 Nestling,2023 WWP S1 FC06,2m,100,Stinging nettle,A 16-acre wetland comprised mainly of stinging nettle,"Field observations documented a small colony at this site, which likely contributed to reduced detection frequency in automated pattern matching results. Male Song detections were present, but the number of simultaneously singing males was too low to produce the overlapping vocalizations characteristic of a sustained Male Chorus. Despite limited automated detections, manual review identified Hatchling Begging Call detections, allowing estimation of the onset of brooding. Recordings containing Fledgling Begging Calls were detected, and the breeding attempt was therefore classified as Successful.",2023 Wind Wolves Preserve - Los Lobos,Asynchronous,,missed,missed,~4/20/2023,~5/3/2023,5/17/2023,6/1/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
48469,2023 Wind Wolves Preserve Site 2,2023 Wind Wolves Preserve - Santiago Wetlands,7858,4/7/2023,7/25/2023,34.9395,-119.2967,901,America/Los_Angeles,,,Wind Wolves Preserve,2023 WWP2 MStyp5,2023 WWP2 MC01,2023 WWP2 FS01,2023 WWP2 Hatchling,2023 WWP2 Nestling,2023 WWP S2 FC06,30m,300,"Cattails, Stinging nettle","A 5-acre wetland comprised of stinging nettle, cattails, mule fat and willows","Extended detection of Begging Calls indicate an Asynchronous colony structure. Fledgling Begging Call detections persisted through early June and then declined sharply, marking dispersal, and the breeding attempt was therefore classified as Successful.",2023 Wind Wolves Preserve - Santiago Wetlands,Asynchronous,,inf,4/20/2023,~4/17/2023,~4/29/2023,5/9/2023,6/12/2023,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
65444,2024 Baja Lago Mesa Redonda,2024 Baja Lago Mesa Redonda,6739,5/2/2024,8/4/2024,32.373,-116.879,503,America/Tijuana,,,Baja,2024 Baja LMR MStyp5,2024 Baja LMR MC01,2024 Baja LMR FS01,2024 Baja LMR Hatchling,2024 Baja LMR Nestling,2024 Baja LMR FC06,5m,150,Cattails,A relatively small cattail marsh near a small lake.,"Nestling and Fledgling Begging Calls are nearly continuous, indicating an Asynchronous colony type, although a distinct onset of Hatchling Begging Call detections at the end of May hints at at semi-synchronous second breeding attempt. The presence of an abundance of Fledgling Begging Calls over a two month period indicate Successful breeding.",2024 Baja Lago Mesa Redonda,Asynchronous,,inf,inf,inf,inf,inf,Continuous,ND,Successful,inf,5/17/2024,5/10/2024,5/22/2024,Continuous,7/8/2024,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
65446,2024 Baja Rancho Cinega Redonda 1,2024 Baja Ciénega Redonda North,8446,4/23/2024,8/19/2024,32.538,-116.318,972,America/Tijuana,,,Baja,2024 Baja RCR1 MStyp5,2024 Baja RCR1 MC01,2024 Baja RCR1 FS01,2024 Baja RCR1 Hatchling,2024 Baja RCR1 Nestling,2024 Baja RCR1 FC06,2m,300-400,Cattails,A relatively small pool largely filled with marsh. The ARU was placed on south side.,"This colony exhibited both Asynchronous and Sequential colony types and has been categorized as Complex. Though Fledgling Begging Calls are nearly continuous, indicating an Asynchronous colony type, a distinct onset of Nestling Begging Call detections at the end of May indicate a second breeding attempt and a Sequential colony type. Fledgling Begging Call detections indicate both attempts were Successful.",2024 Baja Ciénega Redonda North,Complex,"Asynchronous, Sequential",inf,inf,inf,inf,5/6/2024,Continuous,ND,Successful,inf,5/12/2024,5/13/2024,~5/23/2024,Continuous,6/22/2024,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
65447,2024 Baja Rancho Cinega Redonda 2,2024 Baja Ciénega Redonda South,7172,4/23/2024,8/1/2024,32.532,-116.318,969,America/Tijuana,,,Baja,2024 Baja RCR2 MStyp5,2024 Baja RCR2 MC01,2024 Baja RCR2 FS01,2024 Baja RCR2 Hatchling,2024 Baja RCR2 Nestling,2024 Baja RCR2 FC06,3m,100,Cattails,The ARU was placed in the marsh at the northwest corner of the lake.,"The ARU was deployed during the incubation stage of the first of two breeding attempts. The two attempts were spaced approximately 30 days apart, consistent with Sequential colony type. Recordings containing Fledgling Begging Calls were detected for each breeding attempt, indicating that both were Successful. A small number of recordings containing Nestling and Fledgling Begging Calls were detected in July, indicating additional breeding activity; however, it is unclear whether these detections represent a small number of Asynchronous nests associated with the predominantly synchronous second attempt or a third, limited breeding attempt.",2024 Baja Ciénega Redonda South,Sequential,,inf,inf,4/17/2024,4/29/2024,5/10/2024,6/4/2024,ND,Successful,5/12/2024,5/23/2024,5/23/2024,6/4/2024,6/12/2024,6/30/2024,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
65453,2024 Colusa NWR T27.1,2024 Colusa NWR T27-1&2,9453,4/24/2024,9/3/2024,39.141,-122.028,14,America/Los_Angeles,,,Sacramento National Wildlife Refuge Complex,2024 CNWR T27.1 MStyp5,2024 CNWR 27.1 MC01,2024 CNWR T27.1 FS01,2024 CNWR T27.1 Hatchling,2024 CNWR T27.1 Nestling,2024 CNWR T27.1 FC06,100m,17500,"Bulrush, cattails","In 2015, this seasonal wetland, consisting of two areas, was put into the Giant Garter Snake program, and in 2016 the first Tricolored Blackbird colony was recorded. Each wetland consists of deeper canals and ponds surrounded by shallower wetlands. The site is managed for water and includes winter overwater prescribed fire, sheep grazing, and mowing/disking.","Vocal detections were frequent prior to 13 June, after which detections declined sharply. A small fraction of recordings contained Fledgling Begging Calls detections, indicating that some young successfully left the nest. The ARI score for this breeding attempt was 0.113, corresponding to classification as Partially Abandoned. The abrupt reduction in detections shortly after the onset of brooding was temporally coincident with a heat event and may have contributed to the Partial Abandonment. In-person visits determined breeding location as T27-2.",2024 Colusa NWR T27-1&2,Simple,,5/25/2024,5/31/2024,6/1/2024,6/13/2024,ND,ND,6/19/2024P,Partially Abandoned,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
65454,2024 Colusa NWR T27.2,2024 Colusa NWR T27-2S,6825,4/24/2024,8/4/2024,39.1375,-122.028,14,America/Los_Angeles,,,Sacramento National Wildlife Refuge Complex,2024 CNWR T27.2 MStyp5,2024 CNWR T27.2 MC01,2024 CNWR T27.2 FS01,2024 CNWR T27.2 Hatchling,2024 CNWR T27.2 Nestling,2024 CNWR T27.2 FC06,5m,No Colony,"Bulrush, cattails","In 2015, this seasonal wetland, consisting of two areas, was put into the Giant Garter Snake program, and in 2016 the first Tricolored Blackbird colony was recorded. Each wetland consists of deeper canals and ponds surrounded by shallower wetlands. The site is managed for water and includes winter overwater prescribed fire, sheep grazing, and mowing/disking.","Automated pattern matching detected Male Song and Male Chorus, indicating site visitation; however, no Female Chatter or Begging Call detections were recorded, and a breeding attempt was not established. The timing of detections at this site coincided with the Partial Abandonment of the colony detected by the T27-1&2 ARU and may reflect relocation of birds following that outcome.",2024 Colusa NWR T27-2S,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63115,2024 Dublin Ranch Preserve - Lin Livermore Conservation Area,2024 Dagnino Pond,6184,5/21/2024,8/15/2024,37.7463,-121.743,182,America/Los_Angeles,,,CNLM,2024 DRP-LL MStyp5,2024 DRP- LL MC01,2024 DRP - LL FS01,2024 DRP - LL Hatchling,2024 DRP - LL Nestling,2024 DRP - LL FC06,30m,400,"Bulrush, cattails, Mustard","Approximately 4500 sq. meter stock pond within a ~400 acre grassland matrix that also hosts California Red-legged Frog, California Tiger Salamander, and seasonal waterfowl. Surrounding land uses are ranching and horse boarding. There is a shooting range nearby.","In-person visits documented settlement behavior on 15 May and incubation on 21 May. The ARU was deployed on 21 May, and the onset of brooding was acoustically determined to be 31 May, consistent with field observations. Recordings containing Fledgling Begging Calls were detected during incubation and likely originated from fledglings produced during a prior breeding attempt. Subsequent Fledgling Begging Call detections in mid-June indicate that the breeding attempt recorded by this ARU was classified as Successful. A small number of late Fledgling Begging Call detections following dispersal of most fledglings indicate the presence of a small number of asynchronous nests.
The site had been labeled 2024 Dublin Ranch Preserve - Lin Livermore Conservation Area, but was renamed to align with data from prior years.",2024 Dagnino Pond,Simple,,inf,inf,5/19/2024,5/31/2024,6/9/2024,6/24/2024,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
65456,2024 Kern 1 - check lat lon,2024 Kern 1,9029,4/8/2024,8/12/2024,35.67,-118.307,804,America/Los_Angeles,,,Southern Sierra Research Station,2024 Kern 1 MStyp5,2024 Kern 1 MC01,2024 Kern 1 FS01,2024 Kern 1 Hatchling,2024 Kern 1 Nestling,2024 Kern 1 FC06,NEED,NEED,NEED,NEED,"Only a limited number of Male Song detections were recorded in mid-June, with no detections of Female Chatter or Begging Calls. These acoustic patterns indicate that breeding was not initiated during the recording period.",2024 Kern 1,No Colony,,ND,ND,ND,ND,ND,ND,ND,No Colony,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63044,2024 Los Vaqueros Reservoir,2024 Los Vaqueros Playa,7227,3/15/2024,6/24/2024,37.8377,-121.696,82,America/Los_Angeles,,,Los Vaqueros,2024 LVR MStyp5,2024 LVR MC01,2024 LVR FS01,2024 LVR Hatchling,2024 LVR Nestling,2024 LVR FC06,0,500,Himalayan blackberry,A patch of Himalayan blackberry about 900 sq m that is just uphill from a 200 sq m small pond. Surrounding this area is open grassland with grazing cattle.,"Early-season activity was characterized by sustained Male Chorus detections throughout March and April, followed by fewer Female Chatter detections. Vocal detections declined abruptly on 25 April, shortly after the onset of incubation. The ARI score for this breeding attempt was 0.00 due to the absence of Nestling Begging Call detections, a pattern that would ordinarily indicate Abandonment; however, a small fraction of recordings contained Fledgling Begging Call detections, supporting classification as Partially Abandoned. An in-person site visit on 29 April corroborated this classification.
During this period, two sources of disturbance were documented. Feral pig vocalizations were detected in eleven recordings between 24 March and 1 April, and site visits confirmed their presence in the nesting substrate; pigs were removed by 15 April. Coyote vocalizations were detected in five recordings between 29 March and 7 May, and site visits documented their presence near the colony from 29 April to 24 June. Although these disturbances may have contributed to the Partial Abandonment of the first breeding attempt, Male Chorus and Female Chatter detections persisted during the period of pig activity, and the Partial Abandonment occurred approximately ten days after pig removal, suggesting that feral pigs alone were not the primary driver. It is possible that access paths created in the nesting substrate facilitated predator access to nests. Due to the Partial Abandonment, detections of Fledgling Begging Calls were sparse and did not meet the daily threshold, and while there is evidence to support reporting a few successful fledglings, there are not enough detections to determine dates of onset or dispersal.
A second breeding attempt was initiated later in the season and progressed through fledging. A marked increase in Fledgling Begging Call detections on 21 June likely corresponds to the fledging date for this second attempt, which was classified as Successful.",2024 Los Vaqueros Playa,Sequential,,inf,4/23/2024,4/23/2024,~5/3/2024,ND,ND,4/26/2024P,Partially Abandoned,5/17/2024,5/26/2024,~5/27/2024,6/9/2024,6/20/2024,ND,ND,Successful,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63085,2024 Markham Ravine 1,2024 Markham Ravine 1,1221,5/7/2024,5/24/2024,38.8897,-121.459,19,America/Los_Angeles,,,Markham Ravine,2024 MR1 MStyp5,2024 MR1 MC01,2024 MR1 FS01,2024 MR1 Hatchling,2024 MR1 Nestling,2024 MR1 FC06,No Colony,No Colony,"Himalayan blackberry, willow","Several patches of Himalayan blackberry, totaling approximately 0.6 ha, along Markham Ravine Creek. The site was surrounded by cultivated rice fields, open grassland, and a former irrigated hayfield that was converted to a wetland mitigation site during 2018.",,2024 Markham Ravine 1,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63088,2024 Markham Ravine 2,2024 Markham Ravine 2,1224,5/7/2024,5/24/2024,38.8898,-121.462,18,America/Los_Angeles,Dupe,2024 Markham Ravine 1:,Markham Ravine,2024 MR2 MStyp5,2024 MR2 MC01,2024 MR2 FS01,2024 MR2 Hatchling,2024 MR2 Nestling,2024 MR2 FC06,No Colony,No Colony,"Himalayan blackberry, willow",See 2024 Markham Ravine A.,This ARU is considered a duplicate dataset of 2024 Markham Ravine 1.,2024 Markham Ravine 2,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
63113,2024 Markham Ravine 3,2024 Markham Ravine 3,1229,5/7/2024,5/24/2024,38.8897,-121.465,18,America/Los_Angeles,Dupe,2024 Markham Ravine 1:,Markham Ravine,2024 MR3 MStyp5,2024 MR3 MC01,2024 MR3 FS01,2024 MR3 Hatchling,2024 MR3 Nestling,2024 MR3 FC06,No Colony,No Colony,"Himalayan blackberry, willow",See 2024 Markham Ravine A.,This ARU is considered a duplicate dataset of 2024 Markham Ravine 1.,2024 Markham Ravine 3,No TRBL,,ND,ND,ND,ND,ND,ND,ND,No TRBL,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND,ND
